ï»¿업체명,주소,전화번호,업종,지역,홈페이지,이메일,플레이스URL,톡톡활성
오드맨즈헤어 야탑점,경기도 성남시 분당구 야탑동 361-5 1층,,헤어살롱,성남,https://www.instagram.com/odd_jsmm/,,https://m.place.naver.com/place/1741186596,Y
맨헤어스튜디오 시그마점,경기도 성남시 분당구 야탑동 360-1 2층 209호,,헤어살롱,성남,https://blog.naver.com/menhairstudio2,,https://m.place.naver.com/place/1783160593,Y
345헤어살롱 미금점,경기도 성남시 분당구 금곡동 152 하나은행 3층,031-712-0345,헤어살롱,성남,https://blog.naver.com/fifaking,,https://m.place.naver.com/place/514443180,Y
제이디로얄 맨즈헤어 서현점,경기도 성남시 분당구 서현동 269-2 3층 305호,,헤어살롱,성남,,,https://m.place.naver.com/place/2036258814,?
JWH 뮤지엄헤어,경기도 성남시 수정구 창곡동 560-1 푸르지오시티 A동 1층 132호,,헤어살롱,성남,,,https://m.place.naver.com/place/1791900860,Y
라브제이헤어,경기도 고양시 일산동구 백석동 1335 120호 1층 라브제이헤어,,헤어살롱,고양,https://blog.naver.com/rav_j,,https://m.place.naver.com/place/2079737089,Y
헤어살롱결,경기도 고양시 일산동구 장항동 1758-1 246호,,헤어살롱,고양,https://www.instagram.com/gyeol_hairsalon,,https://m.place.naver.com/place/1488296058,Y
세븐스헤어 준영,경기도 고양시 일산동구 장항동 868 웨스턴돔A동 상가3층,,헤어살롱,고양,https://www.instagram.com/7junyoung,,https://m.place.naver.com/place/1126871910,Y
매일헤어 : Male Hair,경기도 고양시 일산동구 장항동 760-1 한라밀라트 C동 101호 매일헤어,,헤어살롱,고양,https://blog.naver.com/sindy_0329,,https://m.place.naver.com/place/1751642688,Y
나이스가이 도래울점,경기도 고양시 덕양구 도내동 956 원흥베네하임 5차 118호,031-965-0130,헤어살롱,고양,http://www.iniceguy.com/,,https://m.place.naver.com/place/2044069798,Y
버블스토리 수지데이파크점,경기도 용인시 수지구 성복동 70-1 데이파크 C동 213호,,헤어살롱,용인,,,https://m.place.naver.com/place/13518919,Y
히든맨즈헤어 동백점,경기도 용인시 기흥구 중동 847 1층 133호,,헤어살롱,용인,https://www.instagram.com/hidden_seah,,https://m.place.naver.com/place/2097994520,Y
드레맨즈,경기도 용인시 기흥구 영덕동 985-1 1층 D105호 드레맨즈,,헤어살롱,용인,https://www.instagram.com/dre_oojin/,,https://m.place.naver.com/place/1727685279,Y
더예쁨헤어살롱 역북본점,경기도 용인시 처인구 역북동 762-5 1층 코너 더예쁨헤어살롱,,헤어살롱,용인,https://www.instagram.com/y.p_hair?igsh=N2I3a3R0dHltazM=,,https://m.place.naver.com/place/1218553072,Y
웨더맨즈 청주동남지구점,충청북도 청주시 상당구 용암동 3092 2층 204호,,헤어살롱,청주,https://www.instagram.com/weather_1st?igsh=YXBkaTExcnhrMzh4&utm_source=qr,,https://m.place.naver.com/place/1269777173,Y
디테일즈 청주송절봉명점,충청북도 청주시 흥덕구 송절동 730 2층 202호 디테일즈 청주송절봉명점,,헤어살롱,청주,https://www.instagram.com/details_jsh,,https://m.place.naver.com/place/1469311284,Y
험블맨즈헤어,충청북도 청주시 상당구 대성동 162-13 1층,0506-907-0918,헤어살롱,청주,https://blog.naver.com/humble_mens_hair,,https://m.place.naver.com/place/2095030980,Y
뮤즈헤어살롱 율량점,충청북도 청주시 청원구 율량동 2068 2층,,헤어살롱,청주,https://www.instagram.com/musehairsalon_,,https://m.place.naver.com/place/33077890,Y
젠틀리에,충청북도 청주시 서원구 사창동 304-1 사창하트리움에덴 2층 202-2호,,헤어살롱,청주,https://www.instagram.com/gentlier_sj,,https://m.place.naver.com/place/1030315535,Y
레코맨즈,전북특별자치도 전주시 완산구 효자동3가 1540-3 103동 101호,,헤어살롱,전주,https://blog.naver.com/yoyomoney-,,https://m.place.naver.com/place/1707727293,Y
모이티,전북특별자치도 전주시 덕진구 송천동1가 478-21 1층,,헤어살롱,전주,https://blog.naver.com/moiety1712,,https://m.place.naver.com/place/1765880522,Y
레프 맨즈헤어,전북특별자치도 전주시 완산구 효자동3가 1539-3 2층 202호,063-717-5505,헤어살롱,전주,https://blog.naver.com/digntjguswls,,https://m.place.naver.com/place/2090215756,Y
도아헤어살롱 호성점,전북특별자치도 전주시 덕진구 호성동1가 587-35,063-242-8885,헤어살롱,전주,https://blog.naver.com/ddoa12,,https://m.place.naver.com/place/21118393,Y
옹틸다헤어살롱 효자점,전북특별자치도 전주시 완산구 효자동3가 1627-6 1층,,헤어살롱,전주,https://blog.naver.com/1nahyun4,,https://m.place.naver.com/place/1581416130,Y
애틱 신부점,충청남도 천안시 동남구 신부동 464-8 2층 attic,041-566-5343,헤어살롱,천안,https://www.instagram.com/attic_2nd,,https://m.place.naver.com/place/1443086543,Y
샤키 천안불당점,충청남도 천안시 서북구 불당동 1336 101호,,헤어살롱,천안,https://www.instagram.com/shaki_cheonan,,https://m.place.naver.com/place/1149399897,Y
명장바버샵,충청남도 천안시 서북구 쌍용동 411-3,,헤어살롱,천안,,,https://m.place.naver.com/place/1766246991,Y
존헤어살롱,충청남도 천안시 서북구 쌍용동 1158,,헤어살롱,천안,https://blog.naver.com/jeongseo9,,https://m.place.naver.com/place/17392915,Y
포맨즈헤어,충청남도 천안시 서북구 두정동 680 포맨즈헤어,,헤어살롱,천안,https://www.instagram.com/formenshair_official,,https://m.place.naver.com/place/1617050011,Y
맨즈살롱 어나더,"경기도 안산시 단원구 고잔동 539-2 311호, 312호",,헤어살롱,안산,https://www.instagram.com/menssalon_another?igsh=cDIzaWs0bXVoY3l2&utm_source=qr,,https://m.place.naver.com/place/1585689614,Y
벌스바버샵,경기도 안산시 단원구 고잔동 684 도로앞 1층 벌스바버샵,,헤어살롱,안산,https://www.instagram.com/verse__barber?igsh=bDB5amp3YmxmeGEx&utm_source=qr,,https://m.place.naver.com/place/2080908064,Y
어필맨즈헤어,경기도 안산시 상록구 이동 716-10 2층 204호,,헤어살롱,안산,https://www.instagram.com/deonnilsh/,,,N
제이에이치헤어 안산고잔점,경기도 안산시 단원구 고잔동 726-11 2층 206호,,헤어살롱,안산,https://jhhair.homebuilder.co.kr,,https://m.place.naver.com/place/1801529285,Y
헤어살롱.선영,경기도 안산시 단원구 고잔동 768-2 122호,,헤어살롱,안산,https://www.instagram.com/hairsalon_sy?igsh=MW5ua2thb2hvdDhmdQ%3D%3D&utm_source=qr,,,N
엘시크 헤어살롱 제주점,제주특별자치도 제주시 이도이동 85-2 1F,,헤어살롱,제주,https://www.instagram.com/lseek__sc,,https://m.place.naver.com/place/1884936622,Y
맨틱헤어,제주특별자치도 제주시 일도일동 1496-11 1층,,헤어살롱,제주,https://blog.naver.com/minwoo_haha,,https://m.place.naver.com/place/1944899212,Y
브로즈,제주특별자치도 제주시 이도이동 1965-13 1층,02-2232-9338,헤어살롱,제주,,,https://m.place.naver.com/place/37823966,Y
케빈헤어살롱,제주특별자치도 제주시 이도이동 1186-21 1층 케빈헤어살롱,,헤어살롱,제주,https://cafe.naver.com/kevinhair,,https://m.place.naver.com/place/37536583,Y
블루클럽 신서귀포점,제주특별자치도 서귀포시 강정동 208-5,064-711-1789,헤어살롱,제주,https://smartstore.naver.com/rehim,,https://m.place.naver.com/place/1620915333,Y
브로즈,제���특별자치도 제주시 이도이동 1965-13 1층,02-2232-9338,헤어살롱,제주,,,https://m.place.naver.com/place/37823966,Y
유앤아이짐 헬스&PT 신림역점,서울특별시 관악구 신림동 1421-63 3층,,헬스장,서울,https://blog.naver.com/youni_gym,,https://m.place.naver.com/place/1359477400,Y
에이블짐 노원본점,서울특별시 노원구 상계동 337 다나프라자 B1F,,헬스장,서울,https://blog.naver.com/ablegym2/224059212843,,https://m.place.naver.com/place/37471634,Y
블랙멀티짐 서울대입구점,"서울특별시 관악구 봉천동 32-8 동진빌딩 10층, 블랙멀티짐",,헬스장,서울,https://blog.naver.com/seoul_black,,https://m.place.naver.com/place/1122312234,Y
바운드짐 화곡역점,서울특별시 강서구 화곡동 1065-22 터보빌딩 6층,,헬스장,서울,https://link.inpock.co.kr/boundgym04,,https://m.place.naver.com/place/1580860988,Y
바운드짐 신림역점,서울특별시 관악구 신림동 86-1 201호,,헬스장,서울,https://link.inpock.co.kr/boundgym05,,https://m.place.naver.com/place/1052055103,Y
젬스톤피트니스 서면점 헬스&PT,부산광역시 부산진구 전포동 660-5 3층 젬스톤피트니스,,헬스장,부산,https://blog.naver.com/gemstonefitness,,https://m.place.naver.com/place/1994781671,Y
멋짐 서면점,부산광역시 부산진구 부전동 117-1 헤도인파크에비뉴 2층,,헬스장,부산,https://blog.naver.com/mutgym8689,,https://m.place.naver.com/place/1024587035,Y
서면PT 온포인트짐 pt&pilates,부산광역시 부산진구 부전동 117-3 4층 온포인트짐,,헬스장,부산,https://www.instagram.com/onpointgym/,,https://m.place.naver.com/place/1060194109,Y
피트니스스퀘어 헬스&PT&기구필라테스 서면점,부산광역시 부산진구 전포동 683-11 서면쌍용플래티넘상가 3층 피트니스스퀘어 서면 헬스,,헬스장,부산,https://open.kakao.com/o/sksoe31e,,https://m.place.naver.com/place/1141160142,Y
리조트휘트니스 헬스&PT 롯데백화점 동래점,부산광역시 동래구 온천동 502-3 9-10층,,헬스장,부산,https://blog.naver.com/resort_15,,https://m.place.naver.com/place/2088626361,Y
피트온24 칠곡점,대구광역시 북구 구암동 769-3 4층 피트온24,053-313-8817,헬스장,대구,https://blog.naver.com/fitness240,,https://m.place.naver.com/place/1175448883,Y
바디엔지니어스짐 침산점,대구광역시 북구 칠성동2가 20-1 이마트 3층 바디엔지니어스짐 침산점,,헬스장,대구,https://www.instagram.com/bodyengineers_kr,,https://m.place.naver.com/place/1961345457,Y
피트온24 남산점,대구광역시 남구 대명동 1890-20,053-655-9677,헬스장,대구,,,https://m.place.naver.com/place/1054239476,Y
더 월드짐,대구광역시 수성구 수성동2가 260-1 한성빌딩 10F,,헬스장,대구,https://www.instagram.com/twg__suseong/,,https://m.place.naver.com/place/1302496262,Y
피트온24 범어점,대구광역시 수성구 범어동 2262 더리브 503-507호,053-759-3166,헬스장,대구,https://www.instagram.com/fiton24_beomeo,,https://m.place.naver.com/place/1328042225,Y
힙디자인팩토리 PT 검단 신도시점,인천광역시 서구 당하동 1280-11 파라곤프라자 3층 힙디자인팩토리,,헬스장,인천,https://blog.naver.com/natural_sehun/223137384574,,https://m.place.naver.com/place/1945940640,Y
제이핏짐 계양구청점 헬스 PT,인천광역시 계양구 계산동 1081-6 6층,,헬스장,인천,https://open.kakao.com/o/stmUZP4h,,https://m.place.naver.com/place/1683717957,Y
더피티짐 프리미엄 학원가점,인천광역시 연수구 송도동 21-26 카리스프라자 3층 301호,,헬스장,인천,https://theptgym.clickn.co.kr/,,https://m.place.naver.com/place/1063156519,Y
인싸짐 계산점 헬스 PT,인천광역시 계양구 계산동 987-20 부평농협 교대역지점 2층,,헬스장,인천,https://www.instagram.com/inssagym_pay?igsh=Zzgya21hNGR3N3g3,,https://m.place.naver.com/place/1524298359,Y
고다짐 부평점,"인천광역시 부평구 부평동 543-20 제이원부평메디피아 3층 301, 302호",,헬스장,인천,http://www.instagram.com/godagym_bp,,https://m.place.naver.com/place/37997291,Y
NS휘트니스 진월점 헬스장 PT,광주광역시 남구 진월동 294-17 3층,,헬스장,광주,https://nsfitness.imweb.me,,https://m.place.naver.com/place/1659855087,Y
NS휘트니스 봉선점 해머스트렝스오피셜센터 PT,광주광역시 남구 봉선동 472 5층 유산소존 6층 웨이트존,,헬스장,광주,https://blog.naver.com/nsfitness5,,https://m.place.naver.com/place/1825238671,Y
에스짐 두암점 24시 헬스 PT,광주광역시 동구 산수동 683 5층 SGYM 두암점,,헬스장,광주,https://blog.naver.com/sgym6/223209262378,,https://m.place.naver.com/place/1223385391,Y
바이브피트니스 첨단2지구점 헬스 PT,광주광역시 북구 신용동 730 6층 첨단 헬스장 바이브피트니스,,헬스장,광주,https://fitners.io/download,,https://m.place.naver.com/place/1878180260,Y
짐플릭스 첨단점,광주광역시 광산구 월계동 891-5 3층,,헬스장,광주,https://www.gymflix.co.kr/,,https://m.place.naver.com/place/1955578541,Y
더프로짐 둔산 본점,대전광역시 서구 둔산동 1076 에이동 7층 701호,,헬스장,대전,https://pf.kakao.com/_AxeKxgn,,https://m.place.naver.com/place/1506039254,Y
아레나휘트니스&레나필라테스 유성점,대전광역시 유성구 궁동 482-4 포커스타운 8층 아레나휘트니스,,헬스장,대전,https://www.instagram.com/arena_yuseong?igsh=YnY0YzQ0bWRra2Ex&utm_source=qr,,https://m.place.naver.com/place/1704117576,Y
리조트휘트니스 헬스&PT 롯데백화점 대전점,대전광역시 서구 괴정동 423-1 롯데백화점 4층,,헬스장,대전,https://blog.naver.com/resort_7,,https://m.place.naver.com/place/1882767853,Y
헬스보이짐 대전터미널점,"대전광역시 동구 용전동 68-8 1층, 2층",,헬스장,대전,https://forms.gle/P2J7AfuVgNdNCPVv7,,https://m.place.naver.com/place/1070186913,Y
헬스보이짐&필라걸 용문역점,대전광역시 서구 용문동 594-1 도산회관 1~2층,,헬스장,대전,https://www.instagram.com/healthboy_yongmoon/,,https://m.place.naver.com/place/1429069162,Y
사이다짐 삼산동 근처헬스장 PT 2호점,울산광역시 남구 삼산동 1559-17 1층,052-266-6664,헬스장,울산,https://blog.naver.com/prettyfit,,https://m.place.naver.com/place/1876520010,Y
피버짐24 헬스&PT 남외점,울산광역시 중구 남외동 512-11 5층,,헬스장,울산,https://blog.naver.com/fevergym2022,,https://m.place.naver.com/place/1418697718,Y
헌트피트니스 옥동점,울산광역시 남구 신정동 1642-2 2-3층,,헬스장,울산,https://blog.naver.com/huntfitness_2,,,N
헌트피트니스 삼산점,울산광역시 남구 삼산동 1479-5 W-센터 3층 헌트피트니스,,헬스장,울산,https://blog.naver.com/huntfitness1/223603908662,,https://m.place.naver.com/place/1987440572,Y
나인스짐 헬스&PT 달동점,울산광역시 남구 달동 115-2 유수빌딩 2층,,헬스장,울산,https://ninesgym.wixsite.com/ninesgym,,https://m.place.naver.com/place/1277473221,Y
커브스 광교클럽,경기도 수원시 영통구 이의동 1341-1 2층 205호,,헬스장,수원,https://www.instagram.com/curves_gwanggyo,,https://m.place.naver.com/place/35684445,Y
알파짐 수원인계점,경기도 수원시 팔달구 인계동 1131 선경센트럴파크 B1층 알파짐,,헬스장,수원,https://blog.naver.com/alphagym01,,https://m.place.naver.com/place/2023378764,Y
수퍼메이크짐 헬스&PT 수원 인계점,경기도 수원시 팔달구 인계동 1033-14 성연빌딩 5층,,헬스장,수원,https://blog.naver.com/khj1406kk,,https://m.place.naver.com/place/1540723317,Y
킹스짐PT 광교앨리웨이점,"경기도 수원시 영통구 원천동 593 K동 2층 257, 258, 259, 260, 261호",,헬스장,수원,https://blog.naver.com/kingsgympt,,https://m.place.naver.com/place/1199304438,Y
석세스짐&PT 광교프라이빗점,"경기도 수원시 영통구 하동 1015 1동 2층 228호(, 광교 효성해링턴타워 레이크)",,헬스장,수원,https://blog.naver.com/successgym_gp,,https://m.place.naver.com/place/1026362580,Y
카인드짐 휘트니스 헬스&PT 야탑역점,경기도 성남시 분당구 야탑동 358-3 아미고타워 B1층 카인드짐 휘트니스 헬스&PT 야탑역점,,헬스장,성남,https://blog.naver.com/kindgym28,,https://m.place.naver.com/place/36230651,Y
스포애니 야탑역점,경기도 성남시 분당구 야탑동 360-6 메트로빌딩 8층,,헬스장,성남,http://m.spoany.co.kr/branch/branch_detail.html?base_seq=MTA1,,https://m.place.naver.com/place/1115298912,Y
트랜스핏짐 서현역점,경기도 성남시 분당구 서현동 269-3 지하1층 트랜스핏짐 서현역점,,헬스장,성남,https://blog.naver.com/transfit_gym,,https://m.place.naver.com/place/1487183442,Y
리커브 피티 앤 본척척 재활 센터 야탑점,경기도 성남시 분당구 야탑동 366-1 3층 302호,,헬스장,성남,https://recurvept.com,,https://m.place.naver.com/place/2038767341,Y
험블 휘트니스 PT,경기도 성남시 분당구 정자동 156-1 701호,031-697-8768,헬스장,성남,https://blog.naver.com/humblefitness,,https://m.place.naver.com/place/1134171602,Y
휘트니스칸 헬스&PT&요가&필라테스 주엽점,경기도 고양시 일산서구 주엽동 73 태영프라자 서관 3층,,헬스장,고양,https://fitnesskann.com/,,https://m.place.naver.com/place/1797149054,Y
휘트니스칸 백석점 헬스&PT&요가&필라테스,경기도 고양시 일산동구 백석동 1288-2 남정골드프라자 9층,,헬스장,고양,https://fitnesskann.com/,,https://m.place.naver.com/place/1533278650,Y
스포애니 화정역점,경기도 고양시 덕양구 화정동 973 지하1층 11호,,헬스장,고양,https://www.instagram.com/spoany_102,,https://m.place.naver.com/place/1849085200,Y
인프라짐 PT 대화역헬스장,경기도 고양시 일산서구 대화동 2205-1 8층,,헬스장,고양,https://blog.naver.com/infragym1,,https://m.place.naver.com/place/11579499,Y
무브짐24시헬스PT 화정점,경기도 고양시 덕양구 화정동 986-6 201호,,헬스장,고양,https://smartstore.naver.com/movegym24,,https://m.place.naver.com/place/1146724512,Y
랩스휘트니스 죽전점,경기도 용인시 수지구 죽전동 876-6 2층 랩스휘트니스,,헬스장,용인,https://blog.naver.com/rapsfit003,,https://m.place.naver.com/place/36667076,Y
단단짐 헬스 & PT,경기도 용인시 기흥구 구갈동 352-3 3층 303호,,헬스장,용인,https://www.instagram.com/dandangym,,https://m.place.naver.com/place/1208656401,Y
빌리프짐 헬스&PT 죽전점,경기도 용인시 수지구 죽전동 1188-5 4층 401-405호,,헬스장,용인,https://blog.naver.com/beliefgym8,,https://m.place.naver.com/place/1412633297,Y
노아휘트니스&스파사우나,"경기도 용인시 수지구 상현동 254-14 B동 지하 1층 101,102호",,헬스장,용인,,,https://m.place.naver.com/place/2096119001,Y
뉴라이프짐 / 헬스 / PT / 필라테스,경기도 용인시 수지구 동천동 948 송란빌딩 B1,,헬스장,용인,http://pf.kakao.com/_sHCmn/chat,,https://m.place.naver.com/place/1167122844,Y
24시 코코피트니스 헬스 PT 필라테스 오송점,충청북도 청주시 흥덕구 오송읍 봉산리 994 7층,,헬스장,청주,https://www.instagram.com/cocofitxx_pila7/,,https://m.place.naver.com/place/1871844912,Y
24시 코코피트니스 헬스PT필라테스 금천점,"충청북도 청주시 상당구 금천동 199-2 201, 202, 203, 204호",,헬스장,청주,https://blog.naver.com/cocofitness5,,https://m.place.naver.com/place/1016038247,Y
오송헬스&PT 다이아짐,충청북도 청주시 흥덕구 오송읍 연제리 666 2층,,헬스장,청주,https://blog.naver.com/top-health,,https://m.place.naver.com/place/1158935452,Y
24시 코코피트니스 헬스PT태닝 프리미엄 강서점,충청북도 청주시 흥덕구 강서동 489 3층,,헬스장,청주,https://blog.naver.com/grasp1069,,https://m.place.naver.com/place/1446407109,Y
룰루짐 PT&PILATES&헬스,충청북도 청주시 흥덕구 복대동 3379 지웰시티몰1차 3층,,헬스장,청주,https://smartstore.naver.com/lulugym,,https://m.place.naver.com/place/1813495911,Y
짐플릭스 송천점,"전북특별자치도 전주시 덕진구 송천동1가 116 4층 401,402호",,헬스장,전주,https://www.gymflix.co.kr/,,https://m.place.naver.com/place/1027880481,Y
짐플릭스 평화점,전북특별자치도 전주시 완산구 평화동2가 889-1 7층,,헬스장,전주,https://gymflix.co.kr/,,https://m.place.naver.com/place/1336256244,Y
헬스보이짐&전주사우나 전주송천점,전북특별자치도 전주시 덕진구 송천동1가 292-7 송천동센트럴파크 1~2블럭동 지하1층~2층,,헬스장,전주,https://www.instagram.com/healthboy_pilagirl59/,,https://m.place.naver.com/place/1097805318,Y
원웨이피트니스플래티넘 신시가지점,전북특별자치도 전주시 완산구 효자동3가 1531-3 3층,,헬스장,전주,https://www.instagram.com/onewayfitness_6,,https://m.place.naver.com/place/1697412162,Y
짐플릭스 송천2호점,전북특별자치도 전주시 덕진구 송천동1가 626-35 용진빌딩 5층,,헬스장,전주,https://www.gymflix.co.kr/,,https://m.place.naver.com/place/2051918606,Y
미라온휘트니스 천안두정점 헬스 PT 필라테스,충청남도 천안시 서북구 두정동 1467 2층,,헬스장,천안,https://blog.naver.com/miraon2,,https://m.place.naver.com/place/1570105670,Y
365짐 천안두정점,충청남도 천안시 서북구 두정동 68-16 센트하임 2층 365짐,,헬스장,천안,https://litt.ly/365gym,,https://m.place.naver.com/place/1490379364,?
노네임피트니스 천안두정점,충청남도 천안시 서북구 두정동 659-1 3층,041-557-9291,헬스장,천안,https://nonamefitness.kr,,https://m.place.naver.com/place/1949630624,Y
365짐 신부4호점,충청남도 천안시 동남구 신부동 454-1 지하 1층 365짐,,헬스장,천안,https://litt.ly/365gym4,,https://m.place.naver.com/place/1585616197,Y
365짐 여성전용 헬스,충청남도 천안시 서북구 두정동 76 하이렉스타운 2층,,헬스장,천안,https://litt.ly/365gym3,,https://m.place.naver.com/place/1828895720,Y
피트니스100 PT 안산고잔점,경기도 안산시 단원구 고잔동 773 2층 201호,,헬스장,안산,https://www.youtube.com/@fitness_100c,,https://m.place.naver.com/place/1053233258,Y
위너스타짐 안산고잔점,경기도 안산시 단원구 고잔동 705-7 제일프라자 401호,,헬스장,안산,https://blog.naver.com/winnerstargym,,https://m.place.naver.com/place/1833636777,Y
랩스휘트니스 상록수역점,경기도 안산시 상록구 본오동 874-5 미림프라자,,헬스장,안산,https://www.instagram.com/rapsfit19,,https://m.place.naver.com/place/33471689,Y
디와이짐PT 안산점,경기도 안산시 단원구 고잔동 771 5F,,헬스장,안산,https://blog.naver.com/david1787,,https://m.place.naver.com/place/1931033872,Y
헬스보이짐&필라걸 안산중앙점,경기도 안산시 단원구 고잔동 539-2 대동조이월드 11층,,헬스장,안산,https://www.instagram.com/healthboygym69,,https://m.place.naver.com/place/1071482771,Y
맥시멈 스포츠&웰니스,제주특별자치도 서귀포시 대정읍 구억리 1013-18 맥시멈스포츠&웰니스,,헬스장,제주,https://blog.naver.com/maximum_jeju,,https://m.place.naver.com/place/1899196588,Y
유휘트니스 센트럴점,제주특별자치도 제주시 연동 302-3 2층 유휘트니스,,헬스장,제주,https://blog.naver.com/ecodnc_jeju,,https://m.place.naver.com/place/1478286020,Y
마인드휘트니스 PT&필라테스&요가 동홍점,"제주특별자치도 서귀포시 동홍동 114-10 2층,3층",,헬스장,제주,https://blog.naver.com/mindfitness7,,https://m.place.naver.com/place/1069617460,Y
유휘트니스 화이트점,제주특별자치도 제주시 연동 1411-3 2층,,헬스장,제주,https://blog.naver.com/ufitness_white,,https://m.place.naver.com/place/1630809865,Y
마인드휘트니스 중앙점,"제주특별자치도 제주시 일도일동 1458-1 JJ아트뷰타워 3, 4층",,헬스장,제주,https://blog.naver.com/mindfitness23,,https://m.place.naver.com/place/1840405943,Y
마인드휘트니스 PT&필��테스&요가 동홍점,"제주특별자치도 서귀포시 동홍동 114-10 2층,3층",,헬스장,제주,https://blog.naver.com/mindfitness7,,,N
아메리카요가 여의도점,서울특별시 영등포구 여의도동 53 우정빌딩 5층,,요가,서울,https://blog.naver.com/ayo-yeouido,,https://m.place.naver.com/place/12977695,Y
아마비아요가 홍대점,서울특별시 마포구 동교동 165-1 미래프라자 12층,,요가,서울,http://www.americayoga.co.kr/home/homepage.php?homefile=sub0201.html&subBranch=P0065,,https://m.place.naver.com/place/1830112517,Y
아메리카요가 서대문점,서울특별시 서대문구 충정로2가 8-2 충정로 우체국 건물 3층,,요가,서울,https://booking.naver.com/booking/6/bizes/500053,,https://m.place.naver.com/place/1149470050,Y
아스테 요가 필라테스 스튜디오,서울특별시 동대문구 장안동 375-1 2층,,요가,서울,,,https://m.place.naver.com/place/1546675795,Y
마이요가 웰니스 목동,서울특별시 양천구 신정동 323-17 밀레니엄프라자 4F 401호,,요가,서울,https://myyogawellness.co.kr/,,https://m.place.naver.com/place/13317007,Y
라자요가명상센터 해운대점,부산광역시 해운대구 우동 760-3 오션타워 1811호,,요가,부산,https://blog.naver.com/rajayoga_official,,https://m.place.naver.com/place/1745207609,Y
수미안 요가,부산광역시 부산진구 부전동 142-4 2층,,요가,부산,https://www.instagram.com/sumean_yoga,,https://m.place.naver.com/place/1216051771,Y
"요가,해봄","부산광역시 부산진구 가야동 50-24 2층 요가,해봄",,요가,부산,https://blog.naver.com/minjoo_room,,https://m.place.naver.com/place/1295687025,Y
데이브 요가 스튜디오,부산광역시 수영구 수영동 520 5층,,요가,부산,https://www.youtube.com/channel/UCT4MxsvdzErUvElS47R9xgA,,https://m.place.naver.com/place/1542740282,Y
아앤빈요가,부산광역시 북구 덕천동 401-1 9층,,요가,부산,https://www.instagram.com/anvyoga,,https://m.place.naver.com/place/1670137673,Y
가인요가&필라테스 이곡점,대구광역시 달서구 이곡동 1244 성서메가타운 2층 208,,요가,대구,https://www.instagram.com/gainyoga_pilates2gok?igsh=MTNzNTN4dXY2bXp2cA%3D%3D&utm_source=qr,,https://m.place.naver.com/place/650382563,Y
재이요가,대구광역시 수성구 수성동1가 819 상가6동 202호,,요가,대구,https://smartstore.naver.com/jayyoga,,https://m.place.naver.com/place/1668155351,Y
온무브,대구광역시 달서구 감삼동 619-10 3층 온무브,,요가,대구,https://blog.naver.com/onmove_,,https://m.place.naver.com/place/1484570558,Y
요가제이,대구광역시 달서구 대천동 472-2 1동 501호,,요가,대구,https://blog.naver.com/yogaj98,,https://m.place.naver.com/place/38432143,?
바디발란스요가&필라테스,대구광역시 북구 동천동 908-4 6층 바디발란스요가&필라테스,,요가,대구,https://www.instagram.com/bodybalance_yoga_,,https://m.place.naver.com/place/12864726,Y
매일요가,인천광역시 부평구 부평동 185-8 8층 805호,,요가,인천,https://www.instagram.com/daily_._yoga/?utm_source=ig_web_button_share_sheet,,https://m.place.naver.com/place/1849208716,Y
밸런스요가 앤 필라테스 인천구월점,인천광역시 남동구 구월동 1163-13 3층,,요가,인천,https://www.instagram.com/balance.yoga.pila/,,https://m.place.naver.com/place/35940080,Y
에이앤요가,인천광역시 연수구 송도동 21-13 혜인프라자 2층 204호,,요가,인천,https://youtube.com/@anyoga_kr,,https://m.place.naver.com/place/1765248874,Y
아일라요가,인천광역시 서구 원당동 1030-1 7층 704호,0502-5553-0236,요가,인천,https://blog.naver.com/aylayoga,,https://m.place.naver.com/place/2045100781,Y
올플라잉요가 송도점,인천광역시 연수구 송도동 8-21 A동 315호,,요가,인천,https://talk.naver.com/profile/w9ha85u,,,N
빛요가,광주광역시 서구 쌍촌동 1224-8 2층,,요가,광주,https://www.instagram.com/light_yoga_gj,,https://m.place.naver.com/place/1631364548,Y
소움요가,광주광역시 남구 봉선동 496-11 4층,,요가,광주,https://blog.naver.com/s840929,,https://m.place.naver.com/place/1109672876,Y
계절요가,광주광역시 동구 동명동 70 2층,,요가,광주,https://blog.naver.com/season-02,,https://m.place.naver.com/place/2007149918,Y
소담요가,광주광역시 북구 일곡동 753-41 1층,,요가,광주,https://www.instagram.com/sodam.yoga,,https://m.place.naver.com/place/1985495993,Y
발리요가 플라잉 첨단점,광주광역시 광산구 월계동 892-5 5층,,요가,광주,http://pf.kakao.com/_JugUn,,https://m.place.naver.com/place/2011637678,Y
쉼표요가관저점,대전광역시 서구 관저동 1417 3층,,요가,대전,http://pf.kakao.com/_pxnpan/friend,,https://m.place.naver.com/place/2069023241,Y
쉼표요가유성점,대전광역시 유성구 원신흥동 519-10 1층 101호,,요가,대전,http://pf.kakao.com/_xkRZxeK/chat,,https://m.place.naver.com/place/1519595632,Y
요가숲,대전광역시 유성구 관평동 943 남정빌딩 4층,,요가,대전,http://pf.kakao.com/_mxhwwG,,https://m.place.naver.com/place/21400027,Y
"숨,쉼 요가명상",대전광역시 서구 탄방동 701 솔림빌딩 501호,042-489-1689,요가,대전,https://www.instagram.com/soomshim_yoga__official,,https://m.place.naver.com/place/1167525433,Y
