업체명,업종,주소,전화번호,톡톡URL,톡톡ID,플레이스URL
티스테이션 목동등촌로점,타이어,서울특별시 강서구 등촌동 566-26 1층,,http://talk.naver.com/w5ikci?frm=pnmb&frm=nmb_detail#nafullscreen,w5ikci,https://m.place.naver.com/place/1635206673
특수청소,청소업체,경기도 하남시 망월동 1087 303-S22호,02-3480-3573,http://talk.naver.com/wwe2hbc?frm=mnmb&frm=nmb_detail#nafullscreen,wwe2hbc,https://m.place.naver.com/place/2090869229
유앤이 성수점,스튜디오,서울특별시 광진구 군자동 355-14 3층 302호,,http://talk.naver.com/w4qeny?frm=mnmb&frm=nmb_detail#nafullscreen,w4qeny,https://m.place.naver.com/place/1689911851
건대 증명사진관 레코디드,스튜디오,서울특별시 광진구 화양동 9-45 3층,07086482247 / 07086482247,http://talk.naver.com/w4auco?frm=mnmb&frm=nmb_detail#nafullscreen,w4auco,https://m.place.naver.com/place/1697219325
시안사진관 건대점,스튜디오,서울특별시 광진구 자양동 7-9 지층,,http://talk.naver.com/wrntwzs?frm=mnmb&frm=nmb_detail#nafullscreen,wrntwzs,https://m.place.naver.com/place/1253580275
헤드스파K 전주서신점,두피관리,전북특별자치도 전주시 완산구 서신동 968-6 코템빌딩 4층 401호 헤드스파k 전주서신점,063-251-2875,http://talk.naver.com/w5zw5p?frm=mnmb&frm=nmb_detail#nafullscreen,w5zw5p,https://m.place.naver.com/place/1022668011
스타일화장실인테리어욕실리모델링전문 마포점,욕실리모델링,서울특별시 마포구 신수동 459 109동 지하1층 101호,,http://talk.naver.com/w5ynkz?frm=mnmb&frm=nmb_detail#nafullscreen,w5ynkz,https://m.place.naver.com/place/1407958623
티스테이션 올마이티 강북점,타이어,서울특별시 강북구 번동 465-3,,http://talk.naver.com/w410dz?frm=mnmb&frm=nmb_detail#nafullscreen,w410dz,https://m.place.naver.com/place/32812136
타이어테크 번동점,타이어,서울특별시 강북구 번동 58-4 1층  2층,,http://talk.naver.com/wueznml?frm=mnmb&frm=nmb_detail#nafullscreen,wueznml,https://m.place.naver.com/place/2035549453
세사리빙 커튼 블라인드 신내점,인테리어업체,서울특별시 중랑구 신내동 418-21 1층 세사리빙,01027366214 / 01027366214 / 01027366214 / 01027366214 / 02-580-0533 / 02-3480-3600 / 02-392-0330,http://talk.naver.com/w43v9e?frm=mnmb&frm=nmb_detail#nafullscreen,w43v9e,https://m.place.naver.com/place/1525171479
입주청소,입주청소,서울특별시 성동구 행당동 133-6 3층 195석,,http://talk.naver.com/w4150l?frm=mnmb&frm=nmb_detail#nafullscreen,w4150l,https://m.place.naver.com/place/1337398127
입주청소,입주청소,서울특별시 성동구 성수동1가 72-87 3층,,http://talk.naver.com/w40ztd?frm=mnmb&frm=nmb_detail#nafullscreen,w40ztd,https://m.place.naver.com/place/1834437072
입주청소,입주청소,서울특별시 성동구 도선동 40 3층 3397호,02-3480-3571,http://talk.naver.com/whmesfp?frm=mnmb&frm=nmb_detail#nafullscreen,whmesfp,https://m.place.naver.com/place/1819619098
입주청소,입주청소,서울특별시 성동구 도선동 40 3층 3455호,024001252,http://talk.naver.com/whmesfp?frm=mnmb&frm=nmb_detail#nafullscreen,whmesfp,https://m.place.naver.com/place/1819619098
샤인유의원 수원,피부과,경기도 수원시 팔달구 인계동 1038-2 6층,,http://talk.naver.com/wcfv2h?frm=mnmb&frm=nmb_detail#nafullscreen,wcfv2h,https://m.place.naver.com/place/1130535505
톤즈의원 수원광교점,피부과,경기도 수원시 영통구 이의동 1348 SK VIEW B동 2층 201~209호,03180195020 / 03180195020 / 03180195020,http://talk.naver.com/wx0x4nw?frm=mnmb&frm=nmb_detail#nafullscreen,wx0x4nw,https://m.place.naver.com/place/1014072626
유앤아이의원 수원점,피부과,경기도 수원시 팔달구 인계동 1113-5 태산W타워 3층,,http://talk.naver.com/wcdhkt?frm=mnmb&frm=nmb_detail#nafullscreen,wcdhkt,https://m.place.naver.com/place/31357745
수원망포 톤즈의원,피부과,경기도 수원시 영통구 망포동 41-51 301호  302호,0312021110 / 0312021110 / 0312021110,http://talk.naver.com/w40w65?frm=mnmb&frm=nmb_detail#nafullscreen,w40w65,https://m.place.naver.com/place/1312105214
수원그리고의원,피부과,경기도 수원시 팔달구 인계동 1125 1층 103호,0312670665 / 031-267-0664,http://talk.naver.com/wttfz7e?frm=mnmb&frm=nmb_detail#nafullscreen,wttfz7e,https://m.place.naver.com/place/1326773877
한국직업능률평생교육원,정리수납,서울특별시 중랑구 중화동 314-1 태릉에쎔빌,,http://talk.naver.com/w4d1ck?frm=mnmb&frm=nmb_detail#nafullscreen,w4d1ck,https://m.place.naver.com/place/1820832461
한샘리하우스 트리플스트리트 송도점,리모델링,인천광역시 연수구 송도동 170-1 트리플스트리트 A동 지하2층 한샘리하우스 송도점,,http://talk.naver.com/w41kq2?frm=mnmb&frm=nmb_detail#nafullscreen,w41kq2,https://m.place.naver.com/place/1101304349
슈가복싱 프리미엄 왕십리점,복싱,서울특별시 성동구 행당동 319-23 지1층 슈가복싱,,http://talk.naver.com/w4fqi0?frm=mnmb&frm=nmb_detail#nafullscreen,w4fqi0,https://m.place.naver.com/place/1247151142
에녹실용음악학원 시흥점,음악학원,경기도 시흥시 은행동 531-3 호정빌딩 2층 에녹실용음악학원,031-401-3444 / 02-2684-2221 / 031-315-3666,http://talk.naver.com/w4v8p7?frm=mnmb&frm=nmb_detail#nafullscreen,w4v8p7,https://m.place.naver.com/place/21235721
입주청소,입주청소,서울특별시 관악구 신림동 1532-18 2층,,http://talk.naver.com/w40ztd?frm=mnmb&frm=nmb_detail#nafullscreen,w40ztd,https://m.place.naver.com/place/1485275790
입주청소,입주청소,서울특별시 관악구 봉천동 955-11 201-S23호,,http://talk.naver.com/w4150l?frm=mnmb&frm=nmb_detail#nafullscreen,w4150l,https://m.place.naver.com/place/1361101554
입주청소,입주청소,서울특별시 관악구 봉천동 635-453 102호,,http://talk.naver.com/w4150l?frm=mnmb&frm=nmb_detail#nafullscreen,w4150l,https://m.place.naver.com/place/1361101554
입주청소,입주청소,서울특별시 관악구 신림동 1538-7 5층 가012호,01097729946 / 0428676792,http://talk.naver.com/w40ztd?frm=mnmb&frm=nmb_detail#nafullscreen,w40ztd,https://m.place.naver.com/place/1485275790
QED골프아카데미 건대점,골프연습장,서울특별시 광진구 화양동 23-5 더 메종건대 지하1층,,http://talk.naver.com/wsyeoc7?frm=mnmb&frm=nmb_detail#nafullscreen,wsyeoc7,https://m.place.naver.com/place/1518501797
법무법인 율재 이혼형사가사전문변호사 고양 분사무소,변호사사무소,경기도 고양시 일산동구 장항동 892 1층 101호  102호,01040925550 / 01040925550 / 026254086 / 04442548038 / 02-533-1890 / 031-932-0155 / 031-569-9978,http://talk.naver.com/w447b6?frm=mnmb&frm=nmb_detail#nafullscreen,w447b6,https://m.place.naver.com/place/1462967192
법률사무소 일로,변호사사무소,경기도 고양시 일산동구 장항동 890-3 504호,0318161470 / 0318161470 / 031 990 6825,http://talk.naver.com/w42akh?frm=mnmb&frm=nmb_detail#nafullscreen,w42akh,https://m.place.naver.com/place/125599199
상가인테리어 사무실인테리어,상가인테리어,인천광역시 부평구 청천동 400-14 1층,1%20800%20456%20789%20123 / 1%20800%20456%20789%20123,http://talk.naver.com/w4bncr?frm=mnmb&frm=nmb_detail#nafullscreen,w4bncr,https://m.place.naver.com/place/1016715598
365힐링의원,소아과,경기도 수원시 영통구 망포동 399-4,,http://talk.naver.com/w47ytf?frm=mnmb&frm=nmb_detail#nafullscreen,w47ytf,https://m.place.naver.com/place/31357760
티스테이션 올마이티 신림난곡점,타이어,서울특별시 관악구 신림동 1565-12 티스테이션 난곡점,,http://talk.naver.com/w419qc?frm=mnmb&frm=nmb_detail#nafullscreen,w419qc,https://m.place.naver.com/place/1005019600
타이어뱅크 신림점,타이어,서울특별시 관악구 신림동 1464-19 타이어뱅크 신림점,,http://talk.naver.com/wo8499f?frm=mnmb&frm=nmb_detail#nafullscreen,wo8499f,https://m.place.naver.com/place/1890092281
우대빵부동산중개센터 마포직영점,부동산중개,서울특별시 마포구 대흥동 806 상가3동 107호,02-2038-3314,http://talk.naver.com/w5ubzl?frm=mnmb&frm=nmb_detail#nafullscreen,w5ubzl,https://m.place.naver.com/place/1049437524
연세바른치과의원 안양범계,치과,경기도 안양시 동안구 호계동 1042-2 4층,,http://talk.naver.com/wcf8gc?frm=mnmb&frm=nmb_detail#nafullscreen,wcf8gc,https://m.place.naver.com/place/1278130668
사무실청소,사무실청소,서울특별시 서초구 서초동 1625-10 4층 402-253A호,,http://talk.naver.com/w4150l?frm=mnmb&frm=nmb_detail#nafullscreen,w4150l,https://m.place.naver.com/place/1733939869
사무실청소 싹싹클린 강남점,사무실청소,서울특별시 서초구 서초동 1355-8 B1층 126-라32호,,http://talk.naver.com/w5yyf6?frm=mnmb&frm=nmb_detail#nafullscreen,w5yyf6,https://m.place.naver.com/place/1634309424
노무사김희석사무소,노무사,인천광역시 남동구 구월동 1114-14 가동 101호,032-506-1118,http://talk.naver.com/w5z1ln?frm=mnmb&frm=nmb_detail#nafullscreen,w5z1ln,https://m.place.naver.com/place/19393961
더나은노무법인,노무사,인천광역시 계양구 계산동 1080-7 5층 501호,032-212-5537 / 032-245-0046 / 032-245-0047 / 070-7966-4495,http://talk.naver.com/w459s2?frm=mnmb&frm=nmb_detail#nafullscreen,w459s2,https://m.place.naver.com/place/2020326161
노무법인 청인,노무사,인천광역시 미추홀구 도화동 85-1 2층 201호 노무법인 청인,4718802469 / 0322121126 / 0328861110 / 025541125 / 025541126,http://talk.naver.com/wv905y0?frm=mnmb&frm=nmb_detail#nafullscreen,wv905y0,https://m.place.naver.com/place/1219606322
입주청소,입주청소,서울특별시 성북구 동소문동5가 59-7 2층,,http://talk.naver.com/w40ztd?frm=mnmb&frm=nmb_detail#nafullscreen,w40ztd,https://m.place.naver.com/place/1484641230
입주청소,입주청소,서울특별시 성북구 장위동 66-9 2층 24-6호,024001252,http://talk.naver.com/w4150l?frm=mnmb&frm=nmb_detail#nafullscreen,w4150l,https://m.place.naver.com/place/1344421649
입주청소,입주청소,서울특별시 성북구 장위동 66-9 2층 24-15호,01025718657 / 01025718657,http://talk.naver.com/w4150l?frm=mnmb&frm=nmb_detail#nafullscreen,w4150l,https://m.place.naver.com/place/1344421649
팀플레이스,스터디카페,서울특별시 마포구 동교동 201-14 B1 팀플레이스,,http://talk.naver.com/ww58ovy?frm=mnmb&frm=nmb_detail#nafullscreen,ww58ovy,https://m.place.naver.com/place/35913931
호승세무회계사무소,세무사,서울특별시 강서구 마곡동 797-7 퀸즈파크텐  B동 10층 1016호,,http://talk.naver.com/win0ht4?frm=mnmb&frm=nmb_detail#nafullscreen,win0ht4,https://m.place.naver.com/place/38561961
대치메이드학원 송도점,입시학원,인천광역시 연수구 송도동 21-41 2층 203호  204호,,http://talk.naver.com/wpu200d?frm=mnmb&frm=nmb_detail#nafullscreen,wpu200d,https://m.place.naver.com/place/1112003665
서울리더스비뇨의학과의원,비뇨기과,서울특별시 양천구 목동 406-28 2층 201호  202호  203호,0226527582 / 01084487727,http://talk.naver.com/w5t6ja?frm=mnmb&frm=nmb_detail#nafullscreen,w5t6ja,https://m.place.naver.com/place/1227210119
연세탑비뇨기과의원,비뇨기과,서울특별시 양천구 신정동 888-47 8층,02-2605-2580 / 02-2603-2580,http://talk.naver.com/w4wvfe?frm=mnmb&frm=nmb_detail#nafullscreen,w4wvfe,https://m.place.naver.com/place/1195114749
시원한비뇨기과의원,비뇨기과,서울특별시 양천구 신정동 1031-9 신정메디바이오플렉스 4층 2호,,http://talk.naver.com/w48eie?frm=mnmb&frm=nmb_detail#nafullscreen,w48eie,https://m.place.naver.com/place/12049871
블룸토탈뷰티 본점,탈모클리닉,경상북도 포항시 남구 대잠동 912-4 2층,,http://talk.naver.com/w5wao6?frm=mnmb&frm=nmb_detail#nafullscreen,w5wao6,https://m.place.naver.com/place/1161791422
케이로보틱스 로봇코딩학원,코딩학원,인천광역시 서구 원당동 1041-1 602호,,http://talk.naver.com/w410dd?frm=mnmb&frm=nmb_detail#nafullscreen,w410dd,https://m.place.naver.com/place/1993590426
CHOP헤어 천안점,미용실,충청남도 천안시 동남구 신부동 462-6 터미널프라자 3층,,http://talk.naver.com/wcsy1g?frm=mnmb&frm=nmb_detail#nafullscreen,wcsy1g,https://m.place.naver.com/place/37878950
경희허준한의원,한의원,서울특별시 은평구 대조동 12-2 대흥빌딩 2층 경희허준한의원,,http://talk.naver.com/w4iuae?frm=mnmb&frm=nmb_detail#nafullscreen,w4iuae,https://m.place.naver.com/place/313858960
365봄한의원,한의원,서울특별시 은평구 녹번동 38-29 유림메디컬센터 2층,0269492575 / 0269492575 / 0269492575,http://talk.naver.com/w4uzz5?frm=pnmb&frm=nmb_detail#nafullscreen,w4uzz5,https://m.place.naver.com/place/1579009648
참뿌리한의원 은평,한의원,서울특별시 은평구 녹번동 131-154 안성빌딩 2층  4층,02.386.7676 / 02-386-7656,http://talk.naver.com/w499u3?frm=mnmb&frm=nmb_detail#nafullscreen,w499u3,https://m.place.naver.com/place/31059070
애플산부인과의원 평촌,산부인과,경기도 안양시 동안구 호계동 1045-1 이랜드 평촌프라자 2층,,http://talk.naver.com/w4qq9e?frm=mnmb&frm=nmb_detail#nafullscreen,w4qq9e,https://m.place.naver.com/place/1203805163
고운디자인,사무실인테리어,인천광역시 연수구 송도동 172-5 AT센터 251호,01063740692 / 01063740692,http://talk.naver.com/w44as1?frm=mnmb&frm=nmb_detail#nafullscreen,w44as1,https://m.place.naver.com/place/1203090495
법무사 김우영사무소,법무사,경기도 부천시 원미구 상동 448-1 뉴법조타운 7층 704호,,http://talk.naver.com/wds69rl?frm=mnmb&frm=nmb_detail#nafullscreen,wds69rl,https://m.place.naver.com/place/74728702
법무사김덕수사무소,법무사,경기도 부천시 원미구 상동 451-3 2층 205호,,http://talk.naver.com/wrn3bpp?frm=mnmb&frm=nmb_detail#nafullscreen,wrn3bpp,https://m.place.naver.com/place/1252477637
법무사유상목사무소,법무사,경기도 부천시 원미구 춘의동 203-1,032-201-2255 / 032-201-2256,http://talk.naver.com/w4z29q?frm=mnmb&frm=nmb_detail#nafullscreen,w4z29q,https://m.place.naver.com/place/1314449481
소통부부한의원 송도,한의원,인천광역시 연수구 송도동 20-18 5층 501호,,http://talk.naver.com/w4p4ra?frm=mnmb&frm=nmb_detail#nafullscreen,w4p4ra,https://m.place.naver.com/place/1437757765
메가비뇨의학과의원 약수,비뇨기과,서울특별시 중구 신당동 369-11 5층,,http://talk.naver.com/wfku0bh?frm=mnmb&frm=nmb_detail#nafullscreen,wfku0bh,https://m.place.naver.com/place/1418401136
평택중고차 매매단지 평택카넷,자동차매매,경기도 평택시 합정동 121-8 자동차매매단지 C,01036627398 / 0316514989 / 01036627398,http://talk.naver.com/w4qod3?frm=mnmb&frm=nmb_detail#nafullscreen,w4qod3,https://m.place.naver.com/place/13080975
탑모터스,자동차매매,경기도 평택시 비전동 877-3,,http://talk.naver.com/wii0t2s?frm=mnmb&frm=nmb_detail#nafullscreen,wii0t2s,https://m.place.naver.com/place/1022667208
평택중고차매매단지 오토캐슬,자동차매매,경기도 평택시 합정동 121-8 자동차매매단지,01033404265 / 01033404265,http://talk.naver.com/wc0z6b?frm=mnmb&frm=nmb_detail#nafullscreen,wc0z6b,https://m.place.naver.com/place/1402853545
입주청소,입주청소,광주광역시 광산구 쌍암동 686-2 101동,,http://talk.naver.com/wd7stvg?frm=mnmb&frm=nmb_detail#nafullscreen,wd7stvg,https://m.place.naver.com/place/2097725285
더라온부동산중개법인,공인중개사,서울특별시 동작구 신대방동 724 상가1층 1401호,,http://talk.naver.com/w4aevy?frm=mnmb&frm=nmb_detail#nafullscreen,w4aevy,https://m.place.naver.com/place/1969559275
애플부동산중개법인,공인중개사,서울특별시 동작구 대방동 402-2 1층 101호(  스타노블레스),,http://talk.naver.com/wr0bikd?frm=mnmb&frm=nmb_detail#nafullscreen,wr0bikd,https://m.place.naver.com/place/1978812011
고잔실용음악학원,음악학원,경기도 안산시 단원구 고잔동 685-5 3층,,https://talk.naver.com/profile/c/gojan_music,wpoa7di,https://m.place.naver.com/place/37135548
세무법인 리치,세무사,서울특별시 송파구 석촌동 15-2 2층,,http://talk.naver.com/w4s4ot?frm=mnmb&frm=nmb_detail#nafullscreen,w4s4ot,https://m.place.naver.com/place/1024921185
피트니스055 상남점,PT,경상남도 창원시 성산구 상남동 92-2 타임빌딩 401호,,http://talk.naver.com/w0x2m4b?frm=mnmb&frm=nmb_detail#nafullscreen,w0x2m4b,https://m.place.naver.com/place/2090289034
유익노무사사무소,노무사,서울특별시 용산구 한강로2가 422,,http://talk.naver.com/wqnrdgh?frm=mnmb&frm=nmb_detail#nafullscreen,wqnrdgh,https://m.place.naver.com/place/2057372390
라라 노무법인,노무사,서울특별시 용산구 한강로2가 314-1 6층 605호  606호,02-6956-2256 / 02-6956-2259,http://talk.naver.com/w5wgk2?frm=mnmb&frm=nmb_detail#nafullscreen,w5wgk2,https://m.place.naver.com/place/1938868097
영등포에어컨청소,에어컨청소,서울특별시 영등포구 대림동 677-3 1동 3층 305호 B149,024001252,http://talk.naver.com/w4js4b?frm=mnmb&frm=nmb_detail#nafullscreen,w4js4b,https://m.place.naver.com/place/2097570028
영등포 에어컨청소 세탁기청소,에어컨청소,서울특별시 영등포구 당산동1가 386 2층 에이16호,,http://talk.naver.com/wv02le3?frm=mnmb&frm=nmb_detail#nafullscreen,wv02le3,https://m.place.naver.com/place/2072329560
클린베어 영등포점,에어컨청소,서울특별시 영등포구 여의도동 36-2 9층 919호 B892,050713046329 / 01066696329 / 050713046329 / 050713046329 / 01066696329,http://talk.naver.com/wxb18th?frm=mnmb&frm=nmb_detail#nafullscreen,wxb18th,https://m.place.naver.com/place/1475331880
에어컨청소,에어컨청소,서울특별시 영등포구 대림동 677-3 1동 3층 305호-B136호,,http://talk.naver.com/w4js4b?frm=mnmb&frm=nmb_detail#nafullscreen,w4js4b,https://m.place.naver.com/place/2097570028
에이원스튜디오 목동점,웨딩업체,서울특별시 양천구 목동 405-284 삼보빌딩 에이원스튜디오,02-2646-3060,http://talk.naver.com/w4o6yr?frm=mnmb&frm=nmb_detail#nafullscreen,w4o6yr,https://m.place.naver.com/place/13155152
무브짐24시헬스PT 화정점,PT,경기도 고양시 덕양구 화정동 986-6 201호,,http://talk.naver.com/wsgemoy?frm=mnmb&frm=nmb_detail#nafullscreen,wsgemoy,https://m.place.naver.com/place/1146724512
스페이스566웨딩컨벤션,웨딩홀,경기도 김포시 감정동 566 5층(  포지티브스페이스566),,http://talk.naver.com/wff38l6?frm=mnmb&frm=nmb_detail#nafullscreen,wff38l6,https://m.place.naver.com/place/1729856531
요가인제주,요가,인천광역시 부평구 십정동 250-14 CNK타워 5층 1호,,http://talk.naver.com/w4cttb?frm=mnmb&frm=nmb_detail#nafullscreen,w4cttb,https://m.place.naver.com/place/1792369698
밤은짧고요순살은맛있고맥주는차가워요,프랜차이즈본사,제주특별자치도 제주시 도련일동 1971-4 2층,,http://talk.naver.com/w46xia?frm=mnmb&frm=nmb_detail#nafullscreen,w46xia,https://m.place.naver.com/place/1745272853
트리움치과의원,치과,서울특별시 강동구 둔촌동 170-1 포레온스테이션5  3층 3070  3092-94호,024782233 / 024782233,http://talk.naver.com/wd0wicb?frm=mnmb&frm=nmb_detail#nafullscreen,wd0wicb,https://m.place.naver.com/place/1941978270
닥터재일치과의원,치과,서울특별시 강동구 암사동 500-1 2층,,http://talk.naver.com/w47d46?frm=mnmb&frm=nmb_detail#nafullscreen,w47d46,https://m.place.naver.com/place/1154632626
병점성모정형외과의원,정형외과,경기도 화성시 병점구 병점동 887-5 2층,0312238277,http://talk.naver.com/wim75y4?frm=mnmb&frm=nmb_detail#nafullscreen,wim75y4,https://m.place.naver.com/place/1936191329
라블랑코 숙대입구역점,헤어샵,서울특별시 용산구 갈월동 66 2층,,http://talk.naver.com/wbcxse7?frm=mnmb&frm=nmb_detail#nafullscreen,wbcxse7,https://m.place.naver.com/place/1659464467
준오헤어 용산아이파크몰점,헤어샵,서울특별시 용산구 한강로3가 40-999 HDC아이파크몰 패션파크 3층,,http://talk.naver.com/wchsyh?frm=mnmb&frm=nmb_detail#nafullscreen,wchsyh,https://m.place.naver.com/place/1387964242
현대공인중개사사무소,부동산중개,서울특별시 구로구 고척동 52-346 103호,,http://talk.naver.com/w5x9tx?frm=mnmb&frm=nmb_detail#nafullscreen,w5x9tx,https://m.place.naver.com/place/13302001
라이즈수학학원,수학학원,서울특별시 동대문구 장안동 370-3 3층 301호,,http://talk.naver.com/w406n5?frm=mnmb&frm=nmb_detail#nafullscreen,w406n5,https://m.place.naver.com/place/1284766529
디자인모리,주방리모델링,서울특별시 영등포구 양평동1가 104-1 413호,,http://talk.naver.com/w4m3ca?frm=mnmb&frm=nmb_detail#nafullscreen,w4m3ca,https://m.place.naver.com/place/1179901879
프안마사지 천안두정점,에스테틱,충청남도 천안시 서북구 두정동 870 프안마사지 천안마사지 두정점,,http://talk.naver.com/w435v6?frm=mnmb&frm=nmb_detail#nafullscreen,w435v6,https://m.place.naver.com/place/32448674
참몸수기세상마사지,에스테틱,충청남도 천안시 서북구 불당동 1535-1 203호,,http://talk.naver.com/w5uexu?frm=mnmb&frm=nmb_detail#nafullscreen,w5uexu,https://m.place.naver.com/place/1543686338
루타이마사지 천안신불당점,에스테틱,충청남도 천안시 서북구 불당동 1630 3층 303호 루타이마사지 천안신불당점,,http://talk.naver.com/w5zjfl?frm=mnmb&frm=nmb_detail#nafullscreen,w5zjfl,https://m.place.naver.com/place/1668747265
피아노슈필라움,피아노학원,서울특별시 성북구 동선동1가 79 3층,,http://talk.naver.com/w4o6ng?frm=mnmb&frm=nmb_detail#nafullscreen,w4o6ng,https://m.place.naver.com/place/1923190174
정조준 토익 영어 교습소,토익학원,경기도 화성시 병점구 병점동 887-10,,http://talk.naver.com/wxv0a53?frm=mnmb&frm=nmb_detail#nafullscreen,wxv0a53,https://m.place.naver.com/place/1175395281
안호범안스성형외과의원,성형외과,서울특별시 노원구 상계동 732 세현빌딩 2층,029322222 / 029322222 / 029322222 / 0200000000,http://talk.naver.com/w6w7imf?frm=mnmb&frm=nmb_detail#nafullscreen,w6w7imf,https://m.place.naver.com/place/2048352834
링키영어 초지메트로학원,유아영어,경기도 안산시 단원구 초지동 803 메트로 상가동 308  309호,,http://talk.naver.com/wcoli2e?frm=mnmb&frm=nmb_detail#nafullscreen,wcoli2e,https://m.place.naver.com/place/2011248568
경희신맥한의원 창동본원,한의원,서울특별시 도봉구 창동 74-5 신원빌딩 3층 경희신맥한의원,02-956-6339,http://talk.naver.com/w4gx6o?frm=mnmb&frm=nmb_detail#nafullscreen,w4gx6o,https://m.place.naver.com/place/32473043
오고싶은경희한의원,한의원,서울특별시 도봉구 도봉동 44-5 승리빌딩 2층,,http://talk.naver.com/w46shw?frm=mnmb&frm=nmb_detail#nafullscreen,w46shw,https://m.place.naver.com/place/36601428
미용재료 JI,탈모클리닉,서울특별시 관악구 신림동 517-11 1층 미용재료,,http://talk.naver.com/w4hotw?frm=mnmb&frm=nmb_detail#nafullscreen,w4hotw,https://m.place.naver.com/place/1502596172
이철헤어커커 서울대입구역점,탈모클리닉,서울특별시 관악구 봉천동 852-5 5층,,http://talk.naver.com/wgpx1ok?frm=mnmb&frm=nmb_detail#nafullscreen,wgpx1ok,https://m.place.naver.com/place/2066326519
문정바른한의원,한의원,서울특별시 송파구 문정동 643-1 엠스테이트 C동 222호,,http://talk.naver.com/w481kz?frm=mnmb&frm=nmb_detail#nafullscreen,w481kz,https://m.place.naver.com/place/895265553
오렌지골프존아카데미,골프연습장,경기도 수원시 장안구 천천동 516 4층,0312711872,http://talk.naver.com/w4d873?frm=mnmb&frm=nmb_detail#nafullscreen,w4d873,https://m.place.naver.com/place/1684610540
프렌즈아카데미 광교1호점,골프연습장,경기도 수원시 영통구 이의동 1332 광교아브뉴프랑 203동 B1층,,http://talk.naver.com/w5y01a?frm=mnmb&frm=nmb_detail#nafullscreen,w5y01a,https://m.place.naver.com/place/1084306130
서울제대로치과의원,치과,경기도 남양주시 다산동 6056 303호  304호  305호  306호,0315662080 / 0315662080 / 0315662080 / 0315662080 / 0315662080,http://talk.naver.com/wcxzqpp?frm=mnmb&frm=nmb_detail#nafullscreen,wcxzqpp,https://m.place.naver.com/place/1548725549
365서울감동치과의원 남양주 마석,치과,경기도 남양주시 화도읍 마석우리 295-32 313호  314호  317호~321호,0315917522 / 0315917522,http://talk.naver.com/wg8ya2a?frm=mnmb&frm=nmb_detail#nafullscreen,wg8ya2a,https://m.place.naver.com/place/2003213905
다모아치과의원 다산,치과,경기도 남양주시 다산동 6169 다산메인타워 3층,,http://talk.naver.com/w4dcyx?frm=mnmb&frm=nmb_detail#nafullscreen,w4dcyx,https://m.place.naver.com/place/1537391286
민병철어학원 부천점,영어학원,경기도 부천시 원미구 중동 1062-2,,http://talk.naver.com/wch7pf?frm=mnmb&frm=nmb_detail#nafullscreen,wch7pf,https://m.place.naver.com/place/11470561
뷰티온의원 마곡점,피부과,서울특별시 강서구 마곡동 795-7 8층 801호  802호  803호,02-2668-7785,http://talk.naver.com/w4hhqc?frm=mnmb&frm=nmb_detail#nafullscreen,w4hhqc,https://m.place.naver.com/place/1134191796
베러미의원 마곡나루점,피부과,서울특별시 강서구 마곡동 759-2 웰튼메디플렉스 3층 302호  303호 베러미의원,0263499000,http://talk.naver.com/w5zvle?frm=mnmb&frm=nmb_detail#nafullscreen,w5zvle,https://m.place.naver.com/place/1068047136
스포짐 종로점 PT&amp;헬스,PT,서울특별시 종로구 서린동 88 관정빌딩 B2 스포짐 종로점,027337980 / 027337980,http://talk.naver.com/w4ulg5?frm=mnmb&frm=nmb_detail#nafullscreen,w4ulg5,https://m.place.naver.com/place/1240026286
동심쪽갈비 마산댓거리점,도시락,경상남도 창원시 마산합포구 해운동 35-11 1층 동심 쪽갈비,,http://talk.naver.com/wz48zn7?frm=mnmb&frm=nmb_detail#nafullscreen,wz48zn7,https://m.place.naver.com/place/2001859879
포레나킨텍스공인중개사사무소,공인중개사,경기도 고양시 일산서구 대화동 2603 상가동 1층 231호,,http://talk.naver.com/w1jm9hf?frm=mnmb&frm=nmb_detail#nafullscreen,w1jm9hf,https://m.place.naver.com/place/1428397034
대구 갓네일 만촌점,네일샵,대구광역시 수성구 만촌동 1037-7 월드메르디앙 1층 상가,,http://talk.naver.com/w5tid0?frm=mnmb&frm=nmb_detail#nafullscreen,w5tid0,https://m.place.naver.com/place/1915071085
라온 커튼블라인드 대전본점,사무실인테리어,대전광역시 유성구 봉명동 551-7 203-D633호,,http://talk.naver.com/wvavy38?frm=mnmb&frm=nmb_detail#nafullscreen,wvavy38,https://m.place.naver.com/place/2062600706
정직한법무사사무소 본점,법무사,경기도 용인시 기흥구 영덕동 974-3 1층 112호,0315463491 / 0315463961 / 0315463921 / 6792002331,http://talk.naver.com/w9pe7ey?frm=mnmb&frm=nmb_detail#nafullscreen,w9pe7ey,https://m.place.naver.com/place/1104485747
크로스핏 노스,크로스핏,충청북도 청주시 흥덕구 운천동 422-48 지상 1층,,http://talk.naver.com/w5spwha?frm=mnmb&frm=nmb_detail#nafullscreen,w5spwha,https://m.place.naver.com/place/1576343491
크로스핏 빌드업 성안길점,크로스핏,충청북도 청주시 상당구 북문로1가 25-1 지하1층,,http://talk.naver.com/w429zi?frm=mnmb&frm=nmb_detail#nafullscreen,w429zi,https://m.place.naver.com/place/1375390619
