우선순위점수,업종,업체명,주소,네이버플레이스,홈페이지,사이트분류,웹빌더,반응형,발견된문제,추천패키지,전화,이메일,카카오톡채널,카카오오픈채팅,인스타그램,페이스북,유튜브,네이버블로그,네이버톡톡,네이버예약,네이버카페,트위터,라인,틱톡,팩스,스마트스토어,전체연락수단,TM스크립트,문자템플릿,신규여부,수집일시
75,중고차,장안평중고차시장,서울특별시 성동구 용답동 234,https://map.naver.com/v5/search/%EC%9E%A5%EC%95%88%ED%8F%89%EC%A4%91%EA%B3%A0%EC%B0%A8%EC%8B%9C%EC%9E%A5%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%9A%A9%EB%8B%B5%EB%8F%99%20234,http://www.tvcar.co.kr/,자체홈페이지,,N,비반응형(모바일X) / 전화버튼없음 / 카톡버튼없음 / 지도없음,모바일 응급팩 (29~35만원),02-2248-0452,ebongju@naver.com,,,,,,,,,,,,,,,[전화] 02-2248-0452 | [이메일] ebongju@naver.com,"안녕하세요 대표님. 장안평중고차시장 홈페이지 모바일에서 확인해보니 비반응형(모바일X), 전화버튼없음 상태입니다. 모바일 응급팩(29~35만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 장안평중고차시장 대표님, 모바일에서 비반응형(모바일X), 전화버튼없음 확인됐습니다. 모바일 응급팩 29~35만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:54:39
60,인테리어,스몰테이블,인천광역시 연수구 송도동 30-6 센텀하이브 A동 1301호,https://map.naver.com/v5/search/%EC%8A%A4%EB%AA%B0%ED%85%8C%EC%9D%B4%EB%B8%94%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%97%B0%EC%88%98%EA%B5%AC%20%EC%86%A1%EB%8F%84%EB%8F%99%2030-6%20%EC%84%BC%ED%85%80%ED%95%98%EC%9D%B4%EB%B8%8C%20A%EB%8F%99%201301%ED%98%B8,https://form.naver.com/response/4ZXRBcPQY7RtPSngQrH--A,자체홈페이지,,Y,전화버튼없음 / 카톡버튼없음 / 문의폼없음 / 지도없음,모바일 응급팩 (29~35만원),,,,,,,,,,,,,,,,,,"안녕하세요 대표님. 스몰테이블 홈페이지 모바일에서 확인해보니 전화버튼없음, 카톡버튼없음 상태입니다. 모바일 응급팩(29~35만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 스몰테이블 대표님, 모바일에서 전화버튼없음, 카톡버튼없음 확인됐습니다. 모바일 응급팩 29~35만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:54:35
45,공인중개사,파크다옴부동산공인중개사사무소,경기도 부천시 원미구 약대동 182-57 1층일부,https://map.naver.com/v5/search/%ED%8C%8C%ED%81%AC%EB%8B%A4%EC%98%B4%EB%B6%80%EB%8F%99%EC%82%B0%EA%B3%B5%EC%9D%B8%EC%A4%91%EA%B0%9C%EC%82%AC%EC%82%AC%EB%AC%B4%EC%86%8C%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%B6%80%EC%B2%9C%EC%8B%9C%20%EC%9B%90%EB%AF%B8%EA%B5%AC%20%EC%95%BD%EB%8C%80%EB%8F%99%20182-57%201%EC%B8%B5%EC%9D%BC%EB%B6%80,http://파크다옴부동산.kr,자체홈페이지,,Y,전화버튼없음 / 카톡버튼없음 / 지도없음,전환형 패키지 (19~22만원),032-710-7471,,,,https://instagram.com/dingd0ng_dang,,,,,,,,,,,,[전화] 032-710-7471 | [인스타그램] https://instagram.com/dingd0ng_dang | [네이버플레이스] https://naver.me/GoikyUw3,"안녕하세요 대표님. 파크다옴부동산공인중개사사무소 홈페이지 모바일에서 확인해보니 전화버튼없음, 카톡버튼없음 상태입니다. 전환형 패키지(19~22만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 파크다옴부동산공인중개사사무소 대표님, 모바일에서 전화버튼없음, 카톡버튼없음 확인됐습니다. 전환형 패키지 19~22만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:54:26
35,중고차,장안평중고차시장 U삼진랜드,"서울특별시 성동구 용답동 234 C동2층 29,30,31호",https://map.naver.com/v5/search/%EC%9E%A5%EC%95%88%ED%8F%89%EC%A4%91%EA%B3%A0%EC%B0%A8%EC%8B%9C%EC%9E%A5%20U%EC%82%BC%EC%A7%84%EB%9E%9C%EB%93%9C%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%9A%A9%EB%8B%B5%EB%8F%99%20234%20C%EB%8F%992%EC%B8%B5%2029%2C30%2C31%ED%98%B8,http://www.usj.kr/,자체홈페이지,,Y,전화버튼없음 / 카톡버튼없음,스타터팩 (10~12만원),02-2246-4000 / 02-2249-1791 / 1500-1800,rivermv@empal.com / sjumc@hanmail.net,,,,,,https://blog.naver.com/sjumc,,,https://cafe.naver.com/samjinland,,,,,,[전화] 02-2246-4000 | [전화] 02-2249-1791 | [전화] 1500-1800 | [이메일] rivermv@empal.com | [이메일] sjumc@hanmail.net | [네이버블로그] https://blog.naver.com/sjumc | [네이버카페] https://cafe.naver.com/samjinland,"안녕하세요 대표님. 장안평중고차시장 U삼진랜드 홈페이지 모바일에서 확인해보니 전화버튼없음, 카톡버튼없음 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 장안평중고차시장 U삼진랜드 대표님, 모바일에서 전화버튼없음, 카톡버튼없음 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:54:41
25,중고차,천하자동차 볼보 SELEKT 성수전시장,서울특별시 성동구 용답동 238-1 3층 304호~306호,https://map.naver.com/v5/search/%EC%B2%9C%ED%95%98%EC%9E%90%EB%8F%99%EC%B0%A8%20%EB%B3%BC%EB%B3%B4%20SELEKT%20%EC%84%B1%EC%88%98%EC%A0%84%EC%8B%9C%EC%9E%A5%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%9A%A9%EB%8B%B5%EB%8F%99%20238-1%203%EC%B8%B5%20304%ED%98%B8~306%ED%98%B8,https://ch.volvocars.co.kr/sales/volvo_selekt.asp,자체홈페이지,,Y,카톡버튼없음 / 지도없음,스타터팩 (10~12만원),0222128855 / 0315637000 / 0315550070 / 027978800 / 0222165500 / 0315631234 / 0315621234 / 02-6956-4994 / 031-8025-6789 / 15361536 / 1588-1777 / 1588-8040,,,,https://instagram.com/volvo_cheonha_auto,https://facebook.com/CheonHaAuto,https://youtube.com/channel/UCyZk3V2z0Xa2mSXwYIOrciw,https://blog.naver.com/NBlogTop,,,,,,,,,[전화] 0222128855 | [전화] 0315637000 | [전화] 0315550070 | [전화] 027978800 | [전화] 0222165500 | [전화] 0315631234 | [전화] 0315621234 | [전화] 02-6956-4994 | [전화] 031-8025-6789 | [전화] 15361536 | [전화] 1588-1777 | [전화] 1588-8040 | [인스타그램] https://instagram.com/volvo_cheonha_auto | [페이스북] https://facebook.com/CheonHaAuto | [유튜브] https://youtube.com/channel/UCyZk3V2z0Xa2mSXwYIOrciw | [네이버블로그] https://blog.naver.com/NBlogTop,"안녕하세요 대표님. 천하자동차 볼보 SELEKT 성수전시장 홈페이지 모바일에서 확인해보니 카톡버튼없음, 지도없음 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 천하자동차 볼보 SELEKT 성수전시장 대표님, 모바일에서 카톡버튼없음, 지도없음 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:54:43
10,사무실청소,사무실청소,부산광역시 사하구 감천동 651-1 7층 13호,https://map.naver.com/v5/search/%EC%82%AC%EB%AC%B4%EC%8B%A4%EC%B2%AD%EC%86%8C%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%82%AC%ED%95%98%EA%B5%AC%20%EA%B0%90%EC%B2%9C%EB%8F%99%20651-1%207%EC%B8%B5%2013%ED%98%B8,https://cleaning-bank.imweb.me/,웹빌더,아임웹,Y,지도없음,스타터팩 (10~12만원),1551-0158,nobaseclass@gmail.comTel / hyojin3624@naver.com / vcxoozoo@gmail.com / nobaseclass@gmail.comTel:,,,,,,https://blog.naver.com/youc9716 / https://blog.naver.com/sknetworks,,,https://cafe.naver.com/cleaningbank / https://cafe.naver.com/fmhansam,,,,,https://smartstore.naver.com/cleaningbank,[전화] 1551-0158 | [이메일] nobaseclass@gmail.comTel | [이메일] hyojin3624@naver.com | [이메일] vcxoozoo@gmail.com | [이메일] nobaseclass@gmail.comTel: | [네이버블로그] https://blog.naver.com/youc9716 | [네이버블로그] https://blog.naver.com/sknetworks | [네이버카페] https://cafe.naver.com/cleaningbank | [네이버카페] https://cafe.naver.com/fmhansam | [스마트스토어] https://smartstore.naver.com/cleaningbank,"안녕하세요 대표님. 사무실청소 홈페이지 모바일에서 확인해보니 지도없음 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 사무실청소 대표님, 모바일에서 지도없음 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:54:28
10,사무실청소,연합정기청소.화재청소.식당병원청소사무실청소.공장청소업체,부산광역시 해운대구 재송동 1149-13 2층 303호,https://map.naver.com/v5/search/%EC%97%B0%ED%95%A9%EC%A0%95%EA%B8%B0%EC%B2%AD%EC%86%8C.%ED%99%94%EC%9E%AC%EC%B2%AD%EC%86%8C.%EC%8B%9D%EB%8B%B9%EB%B3%91%EC%9B%90%EC%B2%AD%EC%86%8C%EC%82%AC%EB%AC%B4%EC%8B%A4%EC%B2%AD%EC%86%8C.%EA%B3%B5%EC%9E%A5%EC%B2%AD%EC%86%8C%EC%97%85%EC%B2%B4%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%ED%95%B4%EC%9A%B4%EB%8C%80%EA%B5%AC%20%EC%9E%AC%EC%86%A1%EB%8F%99%201149-13%202%EC%B8%B5%20303%ED%98%B8,https://cleanteam.imweb.me/,웹빌더,아임웹,Y,지도없음,스타터팩 (10~12만원),01081073063 / 05229229229,,,,,,,,,,,,,,,,[전화] 01081073063 | [전화] 05229229229,"안녕하세요 대표님. 연합정기청소.화재청소.식당병원청소사무실청소.공장청소업체 홈페이지 모바일에서 확인해보니 지도없음 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 연합정기청소.화재청소.식당병원청소사무실청소.공장청소업체 대표님, 모바일에서 지도없음 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:54:30
10,인테리어,셋어컨셉 인천송도,인천광역시 연수구 송도동 17-1,https://map.naver.com/v5/search/%EC%85%8B%EC%96%B4%EC%BB%A8%EC%85%89%20%EC%9D%B8%EC%B2%9C%EC%86%A1%EB%8F%84%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%97%B0%EC%88%98%EA%B5%AC%20%EC%86%A1%EB%8F%84%EB%8F%99%2017-1,http://setaconcept.co.kr,자체홈페이지,,Y,지도없음,스타터팩 (10~12만원),07078180291 / 15321410,setaconcept@naver.com,https://pf.kakao.com/_hXPrK,,https://instagram.com/set.a.concept_official,,,https://blog.naver.com/setaconcept,,,,,,,,,[전화] 07078180291 | [전화] 15321410 | [이메일] setaconcept@naver.com | [카카오톡채널] https://pf.kakao.com/_hXPrK | [인스타그램] https://instagram.com/set.a.concept_official | [네이버블로그] https://blog.naver.com/setaconcept,"안녕하세요 대표님. 셋어컨셉 인천송도 홈페이지 모바일에서 확인해보니 지도없음 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 셋어컨셉 인천송도 대표님, 모바일에서 지도없음 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:54:33
,이삿짐센터,동아익스프레스,서울특별시 은평구 녹번동 221-2,https://map.naver.com/v5/search/%EB%8F%99%EC%95%84%EC%9D%B5%EC%8A%A4%ED%94%84%EB%A0%88%EC%8A%A4%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EB%85%B9%EB%B2%88%EB%8F%99%20221-2,http://www.donga24.kr,자체홈페이지,,확인불가,사이트접속불가,스타터팩 (10~12만원),,,,,,,,,,,,,,,,,,"안녕하세요 대표님. 동아익스프레스 홈페이지 모바일에서 확인해보니 사이트접속불가 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 동아익스프레스 대표님, 모바일에서 사이트접속불가 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:54:20
,이삿짐센터,우리익스프레스,서울특별시 은평구 불광동 11-8,https://map.naver.com/v5/search/%EC%9A%B0%EB%A6%AC%EC%9D%B5%EC%8A%A4%ED%94%84%EB%A0%88%EC%8A%A4%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EB%B6%88%EA%B4%91%EB%8F%99%2011-8,,홈페이지없음,,확인불가,홈페이지없음,스타터팩 (10~12만원),,,,,,,,,,,,,,,,,,"안녕하세요 대표님. 우리익스프레스 홈페이지 모바일에서 확인해보니 홈페이지없음 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 우리익스프레스 대표님, 모바일에서 홈페이지없음 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:54:20
,분양대행,컴닥터PC119진짜빠른컴퓨터출장수리출장컴퓨터수리,서울특별시 강북구 인수동,https://map.naver.com/v5/search/%EC%BB%B4%EB%8B%A5%ED%84%B0PC119%EC%A7%84%EC%A7%9C%EB%B9%A0%EB%A5%B8%EC%BB%B4%ED%93%A8%ED%84%B0%EC%B6%9C%EC%9E%A5%EC%88%98%EB%A6%AC%EC%B6%9C%EC%9E%A5%EC%BB%B4%ED%93%A8%ED%84%B0%EC%88%98%EB%A6%AC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%B6%81%EA%B5%AC%20%EC%9D%B8%EC%88%98%EB%8F%99,,홈페이지없음,,확인불가,홈페이지없음,스타터팩 (10~12만원),,,,,,,,,,,,,,,,,,"안녕하세요 대표님. 컴닥터PC119진짜빠른컴퓨터출장수리출장컴퓨터수리 홈페이지 모바일에서 확인해보니 홈페이지없음 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 컴닥터PC119진짜빠른컴퓨터출장수리출장컴퓨터수리 대표님, 모바일에서 홈페이지없음 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:54:37
,분양대행,"신화탐정흥신소,심부름센터,불륜증거,사람찾기,비밀보장",서울특별시 성북구 종암동,https://map.naver.com/v5/search/%EC%8B%A0%ED%99%94%ED%83%90%EC%A0%95%ED%9D%A5%EC%8B%A0%EC%86%8C%2C%EC%8B%AC%EB%B6%80%EB%A6%84%EC%84%BC%ED%84%B0%2C%EB%B6%88%EB%A5%9C%EC%A6%9D%EA%B1%B0%2C%EC%82%AC%EB%9E%8C%EC%B0%BE%EA%B8%B0%2C%EB%B9%84%EB%B0%80%EB%B3%B4%EC%9E%A5%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%B6%81%EA%B5%AC%20%EC%A2%85%EC%95%94%EB%8F%99,,홈페이지없음,,확인불가,홈페이지없음,스타터팩 (10~12만원),,,,,,,,,,,,,,,,,,"안녕하세요 대표님. 신화탐정흥신소,심부름센터,불륜증거,사람찾기,비밀보장 홈페이지 모바일에서 확인해보니 홈페이지없음 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 신화탐정흥신소,심부름센터,불륜증거,사람찾기,비밀보장 대표님, 모바일에서 홈페이지없음 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:54:37
,중고차,페라리인증중고차 서울전시장,서울특별시 성동구 성수동2가 280-38,https://map.naver.com/v5/search/%ED%8E%98%EB%9D%BC%EB%A6%AC%EC%9D%B8%EC%A6%9D%EC%A4%91%EA%B3%A0%EC%B0%A8%20%EC%84%9C%EC%9A%B8%EC%A0%84%EC%8B%9C%EC%9E%A5%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EC%88%98%EB%8F%992%EA%B0%80%20280-38,https://seoul.ferraridealers.com/ko-KR/ferrari-approved,자체홈페이지,,확인불가,사이트접속불가,스타터팩 (10~12만원),,,,,,,,,,,,,,,,,,"안녕하세요 대표님. 페라리인증중고차 서울전시장 홈페이지 모바일에서 확인해보니 사이트접속불가 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 페라리인증중고차 서울전시장 대표님, 모바일에서 사이트접속불가 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:54:39
,중고차,장안모터프라자,서울특별시 성동구 용답동 238-4 장안모터프라자 504호,https://map.naver.com/v5/search/%EC%9E%A5%EC%95%88%EB%AA%A8%ED%84%B0%ED%94%84%EB%9D%BC%EC%9E%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%9A%A9%EB%8B%B5%EB%8F%99%20238-4%20%EC%9E%A5%EC%95%88%EB%AA%A8%ED%84%B0%ED%94%84%EB%9D%BC%EC%9E%90%20504%ED%98%B8,http://skencarshop.com/,자체홈페이지,,확인불가,사이트접속불가,스타터팩 (10~12만원),,,,,,,,,,,,,,,,,,"안녕하세요 대표님. 장안모터프라자 홈페이지 모바일에서 확인해보니 사이트접속불가 상태입니다. 스타터팩(10~12만원)로 24시간 내 개선 가능한데, 전후 비교 시안 보내드릴까요?","[웹사이트 개선] 장안모터프라자 대표님, 모바일에서 사이트접속불가 확인됐습니다. 스타터팩 10~12만원으로 24시간 내 개선 가능합니다. 전후비교시안 무료. 문의:010-XXXX-XXXX",Y,2026-03-06 18:54:43
